order_line_id,order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,sales_channel,payment_mode,order_status
OL00318-3,O00318,2025-05-28,C065,P002,1,189.65,0.1000,Online,Bank Transfer,COMPLETED
OL00319-1,O00319,2025-05-28,C021,P016,1,73.91,0.0200,Retail,Bank Transfer,COMPLETED
OL00319-2,O00319,2025-05-28,C021,P014,1,34.28,0.0200,Retail,Bank Transfer,COMPLETED
OL00319-3,O00319,2025-05-28,C021,P013,1,88.43,0.0400,Retail,Bank Transfer,COMPLETED
OL00320-1,O00320,2025-05-29,C022,P004,2,110.62,0.0600,Online,Card,COMPLETED
OL00320-2,O00320,2025-05-29,C022,P009,1,98.61,0.0700,Online,Card,COMPLETED
OL00321-1,O00321,2025-05-29,C046,P009,2,99.57,0.0400,Retail,Bank Transfer,COMPLETED
OL00321-2,O00321,2025-05-29,C046,P001,4,90.87,0.0500,Retail,Bank Transfer,COMPLETED
OL00322-1,O00322,2025-05-29,C071,P007,4,70.16,0.1100,Online,Wallet,COMPLETED
OL00322-2,O00322,2025-05-29,C071,P010,2,85.10,0.1100,Online,Wallet,COMPLETED
OL00323-1,O00323,2025-05-30,C015,P007,1,68.97,0.0600,Online,Wallet,COMPLETED
OL00323-2,O00323,2025-05-30,C015,P011,3,29.66,0.0500,Online,Wallet,COMPLETED
OL00324-1,O00324,2025-05-30,C073,P009,2,99.30,0.0700,Online,Wallet,COMPLETED
OL00324-2,O00324,2025-05-30,C073,P013,3,88.81,0.0800,Online,Wallet,COMPLETED
OL00324-3,O00324,2025-05-30,C073,P008,4,39.15,0.0800,Online,Wallet,COMPLETED
OL00325-1,O00325,2025-05-30,C046,P004,2,109.05,0.0400,Retail,Bank Transfer,COMPLETED
OL00325-2,O00325,2025-05-30,C046,P006,1,449.70,0.0400,Retail,Bank Transfer,COMPLETED
OL00325-3,O00325,2025-05-30,C046,P005,3,331.96,0.0500,Retail,Bank Transfer,COMPLETED
OL00326-1,O00326,2025-05-31,C009,P012,2,49.59,0.0200,Retail,Card,COMPLETED
OL00326-2,O00326,2025-05-31,C009,P003,5,239.28,0.0200,Retail,Card,COMPLETED
OL00326-3,O00326,2025-05-31,C009,P014,1,34.63,0.0300,Retail,Card,COMPLETED
OL00327-1,O00327,2025-05-31,C042,P006,2,445.87,0.0600,Online,Wallet,COMPLETED
OL00327-2,O00327,2025-05-31,C042,P002,2,191.89,0.0500,Online,Wallet,COMPLETED
OL00327-3,O00327,2025-05-31,C042,P015,1,63.59,0.0400,Online,Wallet,COMPLETED
OL00328-1,O00328,2025-06-01,C021,P003,3,241.15,0.0200,Retail,Card,COMPLETED
OL00328-2,O00328,2025-06-01,C021,P016,4,74.68,0.0400,Retail,Card,COMPLETED
OL00328-3,O00328,2025-06-01,C021,P014,1,34.07,0.0400,Retail,Card,COMPLETED
OL00329-1,O00329,2025-06-01,C038,P015,2,64.94,0.0900,Retail,Wallet,COMPLETED
OL00330-1,O00330,2025-06-01,C062,P003,1,241.16,0.1100,Online,UPI,COMPLETED
OL00331-1,O00331,2025-06-02,C001,P015,2,63.73,0.0500,Retail,UPI,RETURNED
OL00331-2,O00331,2025-06-02,C001,P002,2,189.26,0.0600,Retail,UPI,RETURNED
OL00332-1,O00332,2025-06-02,C062,P005,4,332.61,0.1300,Partner,Wallet,COMPLETED
OL00332-2,O00332,2025-06-02,C062,P001,3,90.50,0.1300,Partner,Wallet,COMPLETED
OL00333-1,O00333,2025-06-02,C047,P011,2,28.94,0.0900,Online,Card,COMPLETED
OL00333-2,O00333,2025-06-02,C047,P010,4,84.66,0.0900,Online,Card,COMPLETED
OL00333-3,O00333,2025-06-02,C047,P003,3,244.25,0.1100,Online,Card,COMPLETED
OL00334-1,O00334,2025-06-03,C058,P004,1,109.84,0.0400,Retail,Wallet,COMPLETED
OL00335-1,O00335,2025-06-03,C005,P012,2,49.58,0.1000,Online,Card,COMPLETED
OL00336-1,O00336,2025-06-04,C011,P001,1,89.12,0.0800,Retail,Wallet,COMPLETED
OL00336-2,O00336,2025-06-04,C011,P015,1,64.36,0.0700,Retail,Wallet,COMPLETED
OL00337-1,O00337,2025-06-04,C073,P001,2,88.64,0.0600,Retail,Bank Transfer,COMPLETED
OL00337-2,O00337,2025-06-04,C073,P014,2,34.78,0.0600,Retail,Bank Transfer,COMPLETED
OL00338-1,O00338,2025-06-04,C046,P002,1,188.57,0.0800,Online,UPI,COMPLETED
OL00339-1,O00339,2025-06-05,C051,P013,2,89.40,0.0400,Online,UPI,COMPLETED
OL00339-2,O00339,2025-06-05,C051,P003,2,244.54,0.0600,Online,UPI,COMPLETED
OL00340-1,O00340,2025-06-05,C047,P002,4,190.15,0.1300,Partner,Bank Transfer,COMPLETED
OL00341-1,O00341,2025-06-05,C036,P003,3,238.49,0.0200,Retail,Card,COMPLETED
OL00342-1,O00342,2025-06-06,C014,P016,1,75.78,0.1100,Online,Card,COMPLETED
OL00343-1,O00343,2025-06-06,C062,P010,3,83.70,0.1400,Partner,Bank Transfer,COMPLETED
OL00343-2,O00343,2025-06-06,C062,P009,2,98.88,0.1400,Partner,Bank Transfer,COMPLETED
OL00344-1,O00344,2025-06-07,C067,P004,1,110.52,0.0700,Online,Card,COMPLETED
OL00345-1,O00345,2025-06-07,C055,P001,1,91.01,0.0500,Retail,Bank Transfer,COMPLETED
OL00346-1,O00346,2025-06-07,C001,P005,2,329.55,0.0700,Online,UPI,COMPLETED
OL00347-1,O00347,2025-06-08,C072,P008,5,39.63,0.0900,Partner,Bank Transfer,RETURNED
OL00348-1,O00348,2025-06-08,C052,P004,1,111.22,0.0400,Retail,UPI,COMPLETED
OL00349-1,O00349,2025-06-08,C006,P012,1,50.02,0.0600,Online,UPI,COMPLETED
OL00349-2,O00349,2025-06-08,C006,P003,2,242.52,0.0600,Online,UPI,COMPLETED
OL00350-1,O00350,2025-06-09,C028,P008,2,39.15,0.0700,Online,UPI,COMPLETED
OL00351-1,O00351,2025-06-09,C002,P005,1,336.62,0.0900,Online,Card,CANCELLED
OL00351-2,O00351,2025-06-09,C002,P012,1,50.02,0.1000,Online,Card,CANCELLED
OL00352-1,O00352,2025-06-10,C026,P003,1,244.54,0.0800,Retail,Wallet,COMPLETED
OL00353-1,O00353,2025-06-10,C006,P013,2,90.80,0.0700,Partner,Wallet,COMPLETED
OL00353-2,O00353,2025-06-10,C006,P012,2,49.98,0.0800,Partner,Wallet,COMPLETED
OL00354-1,O00354,2025-06-10,C010,P001,3,89.16,0.0700,Online,Bank Transfer,COMPLETED
OL00354-2,O00354,2025-06-10,C010,P015,1,65.29,0.0800,Online,Bank Transfer,COMPLETED
OL00355-1,O00355,2025-06-11,C076,P014,1,34.26,0.0900,Partner,Wallet,COMPLETED
OL00355-2,O00355,2025-06-11,C076,P001,1,90.55,0.1000,Partner,Wallet,COMPLETED
OL00356-1,O00356,2025-06-11,C063,P010,1,85.10,0.0400,Retail,Wallet,COMPLETED
OL00357-1,O00357,2025-06-11,C072,P015,1,63.81,0.0800,Partner,Card,COMPLETED
OL00357-2,O00357,2025-06-11,C072,P005,2,327.42,0.0800,Partner,Card,COMPLETED
OL00358-1,O00358,2025-06-12,C021,P012,1,49.88,0.0200,Retail,Card,COMPLETED
OL00358-2,O00358,2025-06-12,C021,P008,1,38.97,0.0300,Retail,Card,COMPLETED
OL00358-3,O00358,2025-06-12,C021,P001,3,90.35,0.0400,Retail,Card,COMPLETED
OL00359-1,O00359,2025-06-12,C054,P004,5,110.80,0.0600,Online,UPI,COMPLETED
OL00360-1,O00360,2025-06-13,C068,P015,1,64.68,0.0900,Online,Wallet,COMPLETED
OL00361-1,O00361,2025-06-13,C003,P016,2,75.48,0.0400,Retail,Wallet,COMPLETED
OL00362-1,O00362,2025-06-13,C054,P006,3,458.48,0.0400,Retail,Bank Transfer,COMPLETED
OL00363-1,O00363,2025-06-14,C074,P008,2,39.05,0.0900,Retail,UPI,COMPLETED
OL00364-1,O00364,2025-06-14,C060,P015,3,65.27,0.0300,Retail,UPI,COMPLETED
OL00364-2,O00364,2025-06-14,C060,P005,1,329.98,0.0200,Retail,UPI,COMPLETED
OL00365-1,O00365,2025-06-14,C080,P016,4,74.93,0.0900,Retail,Bank Transfer,COMPLETED
OL00366-1,O00366,2025-06-15,C080,P008,1,39.97,0.1000,Online,Wallet,COMPLETED
OL00367-1,O00367,2025-06-15,C022,P009,1,100.13,0.0600,Online,Card,COMPLETED
OL00367-2,O00367,2025-06-15,C022,P002,3,193.21,0.0800,Online,Card,COMPLETED
OL00367-3,O00367,2025-06-15,C022,P001,4,88.59,0.0600,Online,Card,COMPLETED
OL00368-1,O00368,2025-06-16,C040,P012,1,48.95,0.1100,Partner,UPI,COMPLETED
OL00368-2,O00368,2025-06-16,C040,P010,2,85.11,0.0900,Partner,UPI,COMPLETED
OL00369-1,O00369,2025-06-16,C037,P016,1,75.42,0.1100,Partner,Card,COMPLETED
OL00370-1,O00370,2025-06-16,C048,P010,3,84.19,0.0600,Online,Wallet,COMPLETED
OL00370-2,O00370,2025-06-16,C048,P007,2,70.20,0.0400,Online,Wallet,COMPLETED
OL00371-1,O00371,2025-06-17,C072,P003,4,244.60,0.0500,Online,Card,COMPLETED
OL00371-2,O00371,2025-06-17,C072,P006,1,451.10,0.0500,Online,Card,COMPLETED
OL00372-1,O00372,2025-06-17,C078,P008,1,39.69,0.0400,Online,UPI,COMPLETED
OL00373-1,O00373,2025-06-17,C009,P011,1,29.71,0.0300,Retail,UPI,COMPLETED
OL00374-1,O00374,2025-06-18,C033,P012,3,50.15,0.0300,Retail,Bank Transfer,COMPLETED
OL00375-1,O00375,2025-06-18,C059,P003,3,243.79,0.1100,Online,Card,COMPLETED
OL00375-2,O00375,2025-06-18,C059,P011,1,29.24,0.1100,Online,Card,COMPLETED
OL00376-1,O00376,2025-06-19,C010,P003,1,239.19,0.0900,Partner,Bank Transfer,COMPLETED
OL00377-1,O00377,2025-06-19,C043,P001,1,89.98,0.0800,Online,Card,COMPLETED
OL00378-1,O00378,2025-06-19,C038,P013,1,88.94,0.0700,Retail,Wallet,COMPLETED
OL00379-1,O00379,2025-06-20,C023,P013,1,89.42,0.0900,Online,Wallet,COMPLETED
OL00379-2,O00379,2025-06-20,C023,P006,4,457.91,0.1100,Online,Wallet,COMPLETED
OL00380-1,O00380,2025-06-20,C077,P015,1,64.06,0.1200,Partner,Bank Transfer,COMPLETED
OL00380-2,O00380,2025-06-20,C077,P016,2,74.82,0.1200,Partner,Bank Transfer,COMPLETED
OL00380-3,O00380,2025-06-20,C077,P003,4,242.14,0.1300,Partner,Bank Transfer,COMPLETED
OL00381-1,O00381,2025-06-20,C064,P004,4,111.16,0.0900,Partner,Card,COMPLETED
OL00382-1,O00382,2025-06-21,C006,P012,4,49.65,0.0400,Online,UPI,COMPLETED
OL00382-2,O00382,2025-06-21,C006,P014,2,34.12,0.0600,Online,UPI,COMPLETED
OL00383-1,O00383,2025-06-21,C052,P007,3,70.32,0.0600,Online,Card,COMPLETED
OL00384-1,O00384,2025-06-21,C067,P006,1,449.30,0.0900,Partner,Card,COMPLETED
OL00385-1,O00385,2025-06-22,C029,P001,1,89.11,0.1000,Online,UPI,COMPLETED
OL00385-2,O00385,2025-06-22,C029,P007,4,69.89,0.1000,Online,UPI,COMPLETED
OL00386-1,O00386,2025-06-22,C063,P002,1,190.69,0.0500,Online,Card,COMPLETED
OL00386-2,O00386,2025-06-22,C063,P003,3,243.11,0.0400,Online,Card,COMPLETED
OL00386-3,O00386,2025-06-22,C063,P004,1,111.01,0.0500,Online,Card,COMPLETED
OL00387-1,O00387,2025-06-23,C039,P001,2,88.71,0.0600,Online,Wallet,COMPLETED
OL00388-1,O00388,2025-06-23,C060,P003,4,243.89,0.0400,Online,Card,COMPLETED
OL00388-2,O00388,2025-06-23,C060,P010,4,85.71,0.0500,Online,Card,COMPLETED
OL00388-3,O00388,2025-06-23,C060,P016,1,74.93,0.0500,Online,Card,COMPLETED
OL00389-1,O00389,2025-06-23,C075,P007,1,68.92,0.0600,Online,Bank Transfer,COMPLETED
OL00389-2,O00389,2025-06-23,C075,P009,4,99.68,0.0600,Online,Bank Transfer,COMPLETED
OL00390-1,O00390,2025-06-24,C042,P003,3,241.03,0.0500,Online,Wallet,COMPLETED
OL00391-1,O00391,2025-06-24,C076,P003,3,237.99,0.1100,Partner,Wallet,COMPLETED
OL00391-2,O00391,2025-06-24,C076,P002,1,192.34,0.1000,Partner,Wallet,COMPLETED
OL00391-3,O00391,2025-06-24,C076,P010,3,84.41,0.1100,Partner,Wallet,COMPLETED
OL00392-1,O00392,2025-06-24,C004,P016,2,74.44,0.0600,Online,Card,COMPLETED
OL00393-1,O00393,2025-06-25,C050,P007,2,68.68,0.0900,Online,UPI,COMPLETED
OL00393-2,O00393,2025-06-25,C050,P016,2,75.23,0.1100,Online,UPI,COMPLETED
OL00394-1,O00394,2025-06-25,C060,P001,1,90.07,0.0400,Online,UPI,COMPLETED
OL00395-1,O00395,2025-06-25,C061,P012,4,48.89,0.0800,Online,Bank Transfer,COMPLETED
OL00396-1,O00396,2025-06-26,C025,P002,1,192.57,0.0800,Online,Card,COMPLETED
OL00397-1,O00397,2025-06-26,C074,P004,2,110.09,0.0900,Online,Bank Transfer,COMPLETED
OL00397-2,O00397,2025-06-26,C074,P006,5,458.94,0.0900,Online,Bank Transfer,COMPLETED
OL00398-1,O00398,2025-06-27,C043,P012,3,49.38,0.0400,Retail,Card,COMPLETED
OL00399-1,O00399,2025-06-27,C076,P003,2,241.74,0.0500,Retail,UPI,COMPLETED
OL00399-2,O00399,2025-06-27,C076,P012,1,50.20,0.0400,Retail,UPI,COMPLETED
OL00400-1,O00400,2025-06-27,C052,P016,3,74.90,0.0700,Online,Card,COMPLETED
OL00400-2,O00400,2025-06-27,C052,P009,3,100.73,0.0800,Online,Card,COMPLETED
OL00401-1,O00401,2025-06-28,C009,P015,1,63.99,0.0400,Online,Card,COMPLETED
OL00402-1,O00402,2025-06-28,C033,P012,3,49.60,0.0600,Online,Bank Transfer,COMPLETED
OL00403-1,O00403,2025-06-28,C029,P014,1,34.51,0.0900,Online,Bank Transfer,COMPLETED
OL00404-1,O00404,2025-06-29,C068,P015,1,64.11,0.0900,Retail,UPI,COMPLETED
OL00404-2,O00404,2025-06-29,C068,P005,2,330.55,0.0900,Retail,UPI,COMPLETED
OL00404-3,O00404,2025-06-29,C068,P002,1,190.96,0.0900,Retail,UPI,COMPLETED
OL00405-1,O00405,2025-06-29,C048,P015,1,64.99,0.0800,Partner,Bank Transfer,COMPLETED
OL00405-2,O00405,2025-06-29,C048,P001,1,89.48,0.0900,Partner,Bank Transfer,COMPLETED
OL00405-3,O00405,2025-06-29,C048,P010,4,83.60,0.0700,Partner,Bank Transfer,COMPLETED
OL00406-1,O00406,2025-06-30,C080,P016,4,74.83,0.0800,Retail,Wallet,COMPLETED
OL00406-2,O00406,2025-06-30,C080,P004,2,109.72,0.0700,Retail,Wallet,COMPLETED
OL00407-1,O00407,2025-06-30,C058,P014,1,34.80,0.0400,Retail,Card,COMPLETED
OL00407-2,O00407,2025-06-30,C058,P004,5,111.42,0.0400,Retail,Card,COMPLETED
OL00408-1,O00408,2025-06-30,C052,P008,2,39.74,0.0600,Online,Wallet,COMPLETED
OL00409-1,O00409,2025-07-01,C054,P003,2,240.33,0.0500,Online,UPI,COMPLETED
OL00410-1,O00410,2025-07-01,C037,P003,4,242.03,0.1000,Partner,UPI,RETURNED
OL00410-2,O00410,2025-07-01,C037,P007,1,70.00,0.1100,Partner,UPI,RETURNED
OL00411-1,O00411,2025-07-01,C027,P003,2,239.34,0.0400,Retail,Card,CANCELLED
OL00412-1,O00412,2025-07-02,C033,P012,2,48.90,0.0500,Online,Bank Transfer,COMPLETED
OL00413-1,O00413,2025-07-02,C062,P002,2,189.25,0.1300,Partner,UPI,COMPLETED
OL00413-2,O00413,2025-07-02,C062,P009,2,99.77,0.1400,Partner,UPI,COMPLETED
OL00414-1,O00414,2025-07-02,C066,P002,2,191.19,0.0200,Retail,Bank Transfer,COMPLETED
OL00414-2,O00414,2025-07-02,C066,P009,4,99.42,0.0400,Retail,Bank Transfer,COMPLETED
OL00415-1,O00415,2025-07-03,C039,P005,1,330.09,0.0600,Online,Card,COMPLETED
OL00416-1,O00416,2025-07-03,C026,P016,5,74.42,0.0700,Retail,Card,COMPLETED
OL00417-1,O00417,2025-07-04,C060,P003,1,242.87,0.0500,Online,Wallet,COMPLETED
OL00417-2,O00417,2025-07-04,C060,P010,1,85.98,0.0600,Online,Wallet,COMPLETED
OL00418-1,O00418,2025-07-04,C028,P015,3,65.68,0.0800,Online,Card,COMPLETED
OL00418-2,O00418,2025-07-04,C028,P002,1,189.13,0.0700,Online,Card,COMPLETED
OL00419-1,O00419,2025-07-04,C016,P012,3,49.12,0.0600,Retail,Wallet,COMPLETED
OL00420-1,O00420,2025-07-05,C022,P015,4,64.19,0.0800,Online,Card,COMPLETED
OL00421-1,O00421,2025-07-05,C005,P014,3,34.46,0.0900,Retail,Bank Transfer,COMPLETED
OL00422-1,O00422,2025-07-05,C050,P003,4,239.07,0.0900,Online,Wallet,COMPLETED
OL00422-2,O00422,2025-07-05,C050,P001,2,91.30,0.1100,Online,Wallet,COMPLETED
OL00423-1,O00423,2025-07-06,C043,P005,3,331.64,0.0800,Online,Bank Transfer,COMPLETED
OL00423-2,O00423,2025-07-06,C043,P009,3,100.39,0.0700,Online,Bank Transfer,COMPLETED
OL00424-1,O00424,2025-07-06,C041,P009,2,98.75,0.1100,Online,Card,COMPLETED
OL00424-2,O00424,2025-07-06,C041,P007,2,69.41,0.1100,Online,Card,COMPLETED
OL00424-3,O00424,2025-07-06,C041,P005,2,332.76,0.0900,Online,Card,COMPLETED
OL00425-1,O00425,2025-07-06,C054,P013,2,90.89,0.0800,Partner,Wallet,COMPLETED
OL00426-1,O00426,2025-07-07,C010,P005,3,331.74,0.0500,Retail,Card,COMPLETED
OL00427-1,O00427,2025-07-07,C013,P012,3,48.93,0.0400,Retail,Bank Transfer,COMPLETED
OL00428-1,O00428,2025-07-07,C059,P016,4,75.12,0.1300,Partner,Card,COMPLETED
OL00429-1,O00429,2025-07-08,C033,P016,2,75.33,0.0400,Online,UPI,COMPLETED
OL00429-2,O00429,2025-07-08,C033,P003,1,239.10,0.0500,Online,UPI,COMPLETED
OL00429-3,O00429,2025-07-08,C033,P007,1,69.89,0.0600,Online,UPI,COMPLETED
OL00430-1,O00430,2025-07-08,C047,P013,3,91.22,0.1100,Online,Wallet,COMPLETED
OL00430-2,O00430,2025-07-08,C047,P016,2,74.88,0.0900,Online,Wallet,COMPLETED
OL00431-1,O00431,2025-07-09,C019,P011,5,29.64,0.0700,Online,Wallet,COMPLETED
OL00431-2,O00431,2025-07-09,C019,P012,2,49.19,0.0700,Online,Wallet,COMPLETED
OL00432-1,O00432,2025-07-09,C016,P006,1,455.38,0.0600,Retail,UPI,COMPLETED
OL00432-2,O00432,2025-07-09,C016,P001,4,90.59,0.0600,Retail,UPI,COMPLETED
OL00432-3,O00432,2025-07-09,C016,P010,4,85.93,0.0600,Retail,UPI,COMPLETED
OL00433-1,O00433,2025-07-09,C069,P002,1,193.02,0.0300,Retail,UPI,COMPLETED
OL00434-1,O00434,2025-07-10,C029,P011,3,29.14,0.0800,Retail,UPI,COMPLETED
OL00434-2,O00434,2025-07-10,C029,P016,4,75.63,0.0900,Retail,UPI,COMPLETED
OL00435-1,O00435,2025-07-10,C014,P006,2,458.68,0.1000,Online,UPI,COMPLETED
OL00436-1,O00436,2025-07-10,C074,P007,3,69.04,0.1000,Online,Bank Transfer,COMPLETED
OL00436-2,O00436,2025-07-10,C074,P002,3,189.00,0.1100,Online,Bank Transfer,COMPLETED
OL00437-1,O00437,2025-07-11,C059,P003,3,240.87,0.1100,Online,Wallet,COMPLETED
OL00438-1,O00438,2025-07-11,C053,P015,3,63.95,0.0800,Retail,UPI,COMPLETED
OL00438-2,O00438,2025-07-11,C053,P016,1,74.39,0.0900,Retail,UPI,COMPLETED
OL00438-3,O00438,2025-07-11,C053,P010,2,83.84,0.0800,Retail,UPI,COMPLETED
OL00439-1,O00439,2025-07-11,C045,P007,2,69.94,0.0400,Retail,Card,COMPLETED
OL00439-2,O00439,2025-07-11,C045,P003,1,239.68,0.0400,Retail,Card,COMPLETED
OL00439-3,O00439,2025-07-11,C045,P013,1,89.52,0.0200,Retail,Card,COMPLETED
OL00440-1,O00440,2025-07-12,C055,P002,4,192.53,0.0700,Online,Wallet,COMPLETED
OL00441-1,O00441,2025-07-12,C077,P016,2,74.71,0.1200,Partner,Card,COMPLETED
OL00441-2,O00441,2025-07-12,C077,P007,4,69.47,0.1300,Partner,Card,COMPLETED
OL00442-1,O00442,2025-07-13,C032,P015,2,65.43,0.1100,Online,Bank Transfer,COMPLETED
OL00443-1,O00443,2025-07-13,C071,P003,1,240.14,0.0700,Retail,Wallet,COMPLETED
OL00444-1,O00444,2025-07-13,C023,P003,3,243.07,0.1100,Online,Wallet,COMPLETED
OL00444-2,O00444,2025-07-13,C023,P011,1,29.24,0.0900,Online,Wallet,COMPLETED
OL00445-1,O00445,2025-07-14,C070,P009,1,101.30,0.0800,Online,Bank Transfer,COMPLETED
OL00445-2,O00445,2025-07-14,C070,P007,1,70.57,0.0700,Online,Bank Transfer,COMPLETED
OL00446-1,O00446,2025-07-14,C077,P009,2,101.24,0.0900,Online,Card,COMPLETED
OL00446-2,O00446,2025-07-14,C077,P004,1,111.47,0.1000,Online,Card,COMPLETED
OL00447-1,O00447,2025-07-14,C028,P003,2,242.35,0.0600,Online,Card,COMPLETED
OL00448-1,O00448,2025-07-15,C071,P014,2,34.78,0.0700,Retail,Wallet,COMPLETED
OL00448-2,O00448,2025-07-15,C071,P003,3,241.46,0.0700,Retail,Wallet,COMPLETED
OL00449-1,O00449,2025-07-15,C035,P014,2,34.59,0.0800,Retail,Bank Transfer,COMPLETED
OL00450-1,O00450,2025-07-15,C041,P013,2,90.21,0.1000,Online,Bank Transfer,COMPLETED
OL00450-2,O00450,2025-07-15,C041,P012,1,49.09,0.1100,Online,Bank Transfer,COMPLETED
OL00451-1,O00451,2025-07-16,C021,P013,2,91.16,0.0600,Online,Bank Transfer,COMPLETED
OL00451-2,O00451,2025-07-16,C021,P015,2,64.26,0.0600,Online,Bank Transfer,COMPLETED
OL00452-1,O00452,2025-07-16,C043,P013,1,88.90,0.1000,Partner,Bank Transfer,COMPLETED
OL00452-2,O00452,2025-07-16,C043,P011,5,29.75,0.1000,Partner,Bank Transfer,COMPLETED
OL00453-1,O00453,2025-07-16,C039,P012,1,49.28,0.0400,Online,Card,COMPLETED
OL00454-1,O00454,2025-07-17,C020,P004,2,111.42,0.0800,Retail,Wallet,COMPLETED
OL00455-1,O00455,2025-07-17,C079,P011,1,29.64,0.0800,Online,Card,COMPLETED
OL00456-1,O00456,2025-07-18,C013,P004,1,108.76,0.0600,Online,Bank Transfer,COMPLETED
OL00457-1,O00457,2025-07-18,C047,P007,2,68.89,0.1100,Online,Bank Transfer,COMPLETED
OL00457-2,O00457,2025-07-18,C047,P004,1,108.76,0.1100,Online,Bank Transfer,COMPLETED
OL00458-1,O00458,2025-07-18,C048,P005,2,336.10,0.0800,Partner,UPI,COMPLETED
OL00459-1,O00459,2025-07-19,C009,P009,5,100.40,0.0400,Online,UPI,COMPLETED
OL00459-2,O00459,2025-07-19,C009,P006,1,449.44,0.0500,Online,UPI,COMPLETED
OL00460-1,O00460,2025-07-19,C032,P001,3,90.51,0.0900,Online,Bank Transfer,COMPLETED
OL00461-1,O00461,2025-07-19,C058,P003,2,244.60,0.0800,Online,Card,CANCELLED
OL00462-1,O00462,2025-07-20,C076,P016,1,74.59,0.0800,Online,Wallet,COMPLETED
OL00462-2,O00462,2025-07-20,C076,P015,2,64.92,0.0700,Online,Wallet,COMPLETED
OL00463-1,O00463,2025-07-20,C026,P002,5,189.48,0.0900,Online,Bank Transfer,COMPLETED
OL00464-1,O00464,2025-07-20,C046,P014,1,34.48,0.0700,Online,Wallet,COMPLETED
OL00464-2,O00464,2025-07-20,C046,P005,4,335.26,0.0800,Online,Wallet,COMPLETED
OL00465-1,O00465,2025-07-21,C033,P014,3,34.89,0.0900,Partner,UPI,COMPLETED
OL00466-1,O00466,2025-07-21,C076,P001,3,89.28,0.0600,Retail,Card,COMPLETED
OL00467-1,O00467,2025-07-21,C002,P001,1,88.81,0.1100,Online,Wallet,COMPLETED
OL00467-2,O00467,2025-07-21,C002,P003,2,244.63,0.1100,Online,Wallet,COMPLETED
OL00468-1,O00468,2025-07-22,C049,P009,2,99.26,0.0400,Retail,Bank Transfer,COMPLETED
OL00469-1,O00469,2025-07-22,C012,P003,2,241.54,0.0800,Partner,Bank Transfer,COMPLETED
OL00469-2,O00469,2025-07-22,C012,P007,4,69.18,0.0900,Partner,Bank Transfer,COMPLETED
OL00470-1,O00470,2025-07-23,C030,P011,1,29.20,0.0300,Retail,Bank Transfer,COMPLETED
OL00471-1,O00471,2025-07-23,C035,P004,1,111.83,0.0700,Retail,Bank Transfer,COMPLETED
OL00472-1,O00472,2025-07-23,C015,P004,3,108.87,0.0600,Online,Bank Transfer,COMPLETED
OL00472-2,O00472,2025-07-23,C015,P009,2,100.95,0.0500,Online,Bank Transfer,COMPLETED
OL00473-1,O00473,2025-07-24,C038,P006,2,451.61,0.1200,Partner,Bank Transfer,COMPLETED
OL00473-2,O00473,2025-07-24,C038,P007,2,70.53,0.1400,Partner,Bank Transfer,COMPLETED
OL00474-1,O00474,2025-07-24,C025,P014,1,34.27,0.0800,Online,Bank Transfer,COMPLETED
OL00475-1,O00475,2025-07-24,C010,P009,1,100.94,0.0400,Retail,Card,COMPLETED
OL00475-2,O00475,2025-07-24,C010,P012,1,49.67,0.0500,Retail,Card,COMPLETED
OL00476-1,O00476,2025-07-25,C064,P005,1,331.50,0.0600,Online,Bank Transfer,COMPLETED
OL00477-1,O00477,2025-07-25,C050,P003,2,241.30,0.0700,Retail,UPI,COMPLETED
OL00478-1,O00478,2025-07-25,C066,P007,4,69.96,0.0900,Partner,UPI,COMPLETED
OL00478-2,O00478,2025-07-25,C066,P002,2,189.00,0.0900,Partner,UPI,COMPLETED
OL00479-1,O00479,2025-07-26,C058,P014,3,34.90,0.0500,Retail,Wallet,COMPLETED
OL00480-1,O00480,2025-07-26,C008,P009,3,99.19,0.0700,Retail,UPI,COMPLETED
OL00481-1,O00481,2025-07-26,C027,P007,2,70.20,0.0600,Online,Wallet,COMPLETED
OL00482-1,O00482,2025-07-27,C021,P006,3,455.11,0.0900,Partner,Card,COMPLETED
OL00483-1,O00483,2025-07-27,C069,P004,3,110.54,0.0400,Online,Card,COMPLETED
OL00483-2,O00483,2025-07-27,C069,P016,4,75.55,0.0500,Online,Card,COMPLETED
OL00483-3,O00483,2025-07-27,C069,P002,4,188.62,0.0600,Online,Card,COMPLETED
OL00484-1,O00484,2025-07-27,C012,P013,1,91.04,0.0500,Online,Bank Transfer,COMPLETED
OL00485-1,O00485,2025-07-28,C054,P008,4,39.94,0.0400,Retail,Wallet,COMPLETED
OL00485-2,O00485,2025-07-28,C054,P006,2,451.62,0.0300,Retail,Wallet,COMPLETED
OL00486-1,O00486,2025-07-28,C064,P009,2,98.81,0.0800,Online,Bank Transfer,COMPLETED
OL00487-1,O00487,2025-07-29,C013,P001,1,89.70,0.0400,Retail,Bank Transfer,RETURNED
OL00488-1,O00488,2025-07-29,C038,P007,3,69.97,0.1100,Online,Card,COMPLETED
OL00488-2,O00488,2025-07-29,C038,P016,2,74.71,0.0900,Online,Card,COMPLETED
OL00489-1,O00489,2025-07-29,C020,P005,1,333.82,0.0700,Retail,UPI,COMPLETED
